id;category;model;time_total;time_read;time_write;input_tokens;output_tokens;tps_read;tps_write;question;model_answer;ground_truth;context_snippet;score
201;Information Retrieval;llama3.3:70b;1.081;0.218;0.749;484;21;2222.93;28.05;Welcher Luftdruck ist für den Spielball vorgeschrieben?;Der Luftdruck des Spielballs muss zwischen 12½ und 13½ pounds betragen.;Der Ball muss auf 12 ½ bis 13 ½ Pfund (psi) aufgepumpt sein.;"SECTION 1 DIMENSIONS
The ball must be a “Wilson,” ...";1.0
604;Reasoning & Synthesis;llama3.1:8b;6.937;0.853;0.071;4929;8;5778.55;112.36;Was passiert, wenn das Receiving Team den Ball beim Onside Kick innerhalb der ersten 10 Yards berührt?;Dazu habe ich keine Informationen.;Das ist legal. Die 10-Yard-Sperre gilt nur für das Kicking Team. Sobald das Receiving Team den Ball berührt, ist er frei für alle.;"SECTION 1 PROCEDURES FOR A FREE KICK
ARTICLE 1. FR...";0.0
303;Reasoning & Synthesis;gemini-3-flash-preview;30.063;0.0;0.0;1777;155;0.0;5.16;Was ist der Unterschied zwischen einem 'Live Ball' und einem 'Loose Ball'?;"Ein **Live Ball** ist ein Ball, der sich im Spiel befindet. Er wird zu einem **Live Ball**, wenn er bei einem Free Kick Down oder Fair Catch Kick Down legal gekickt oder bei einem Scrimmage Down legal gesnappt wird. Er bleibt so lange im Spiel, bis das Down endet.

Ein **Loose Ball** ist ein **Live Ball**, der sich nicht in **Player Possession** befindet. Dies umfasst jeden Ball, der gekickt, gepasst oder gefumbelt wurde. Ein **Loose Ball** gilt als im Besitz des Teams, dessen Spieler ihn gekickt, gepasst oder gefumbelt hat, und bleibt so lange ein **Loose Ball**, bis ein Spieler **Possession** erlangt oder der Ball dead wird.";Ein 'Live Ball' ist jeder Ball, der aktiv im Spiel ist bzw gespielt wird. Ein 'Loose Ball' ist ein Live Ball, der sich nicht im Besitz eines Spielers befindet (z. B. ein Pass in der Luft, ein Fumble am Boden oder ein Kick).;"SECTION 2 THE BALL AND POSSESSION OF THE BALL
ARTI...";1.0
809;Reasoning & Synthesis;gpt-5-mini;9.622;0.0;0.0;2361;16;0.0;1.66;Wenn der Ball hinter der Line of Scrimmage gepasst wird, folgt eine Strafe?;Dazu habe ich keine Informationen.;Nein, solange es der erste Vorwärtspass ist. Pässe hinter der Line sind legal.;"SECTION 1 FORWARD PASS
ARTICLE 1. DEFINITION. It i...";0.0
1109;Reasoning & Synthesis;llama3.1:8b;2.623;0.009;2.5;868;392;98487.61;156.79;Wann kann ein Touchback auftreten?;"Ein Touchback kann auftreten, wenn:

* Die Kugel tot ist und sich auf oder hinter der Goal Line befindet, die eine Mannschaft verteidigt.
* Der Impetus von einem Gegner kommt.
* Es nicht ein Touchdown oder ein unvollständiger Vorwärtspass ist.

Außerdem kann ein Touchback auftreten in folgenden Situationen:

* Die Kugel ist tot und sich im Endzone des Gegners befindet (ARTICLE 2, Absatz a).
* Die Kugel ist ausserhalb der Goal Line (ARTICLE 2, Absatz b).
* Ein Scrimmage-Kick hat nicht durch einen Spieler der Empfangs-Mannschaft über die Linie des Scrimmage berührt und die Kugel:
	+ Berührt den Boden auf oder hinter der Goal Line.
	+ Einen Spieler der Angriffsmannschaft, der sich auf oder hinter der Goal Line befindet, berührt.
	+ Einen Spieler der Angriffsmannschaft, der sich auf oder hinter der Goal Line befindet und nicht wieder in den Spielbereich zurückgekehrt ist (ARTICLE 2, Absatz c).
* Ein legaler oder illegaler Kick berührt die Goalposts, Crossbar oder Uprights des Empfangsteams (ARTICLE 2, Absatz d).
* Die Kicker behindern das Fangen eines in der Luft befindlichen Kicks oder einer Fair-Catch-Situation hinter der Goal Line (ARTICLE 2, Absatz e).
* Ein Spieler der Angriffsmannschaft illegal einen Scrimmage-Kick fängt oder wiederholt und die Kugel über die Goal Line bringt oder mit dem Körper die Goal Line berührt (ARTICLE 2, Absatz f).";1. Kickoff landet in der Endzone. 2. Punt geht in die Endzone. 3. Interception/Fumble Recovery in der eigenen Endzone und der Spieler wird dort getackelt.;"SECTION 6 TOUCHBACK
ARTICLE 1. DEFINITION. It is a...";1.0
808;Reasoning & Synthesis;llama3.3:70b;3.559;0.95;2.509;1330;77;1399.5;30.68;Bei einer offensiven pass interference, wird der Ball beim ort des foul weitergespielt, richtig?;"Nein, das ist falsch. Bei einer offensiven Pass Interference wird die Strafe von 10 Yards vom vorherigen Ort abgezogen, nicht vom Ort des Foul. Die genaue Formulierung im Kontext lautet: ""Penalty: For pass interference by the offense: Loss of 10 yards from the previous spot.""";Nein. Offensive Pass Interference ist kein Spot Foul. Es gibt 10 Yards Strafe vom Previous Spot (vorherigen Startpunkt).;"SECTION 5 PASS INTERFERENCE
ARTICLE 1. DEFINITION....";1.0
604;Reasoning & Synthesis;gemini-3-flash-preview;14.61;0.0;0.0;5073;51;0.0;3.49;Was passiert, wenn das Receiving Team den Ball beim Onside Kick innerhalb der ersten 10 Yards berührt?;Wenn ein Spieler des Receiving Teams den Ball zuerst berührt, darf ein Spieler des Kicking Teams den Ball legal berühren, fangen oder recovern. Falls ein Spieler des Receiving Teams den Ball fängt oder recovert, darf er diesen advancen.;Das ist legal. Die 10-Yard-Sperre gilt nur für das Kicking Team. Sobald das Receiving Team den Ball berührt, ist er frei für alle.;"SECTION 1 PROCEDURES FOR A FREE KICK
ARTICLE 1. FR...";1.0
205;Information Retrieval;gemini-3-flash-preview;46.864;0.0;0.0;454;9;0.0;0.19;Welche Farbe muss der Ball haben?;Der Ball muss eine natural tan color haben.;Er muss eine natürliche Bräunung haben.;"SECTION 1 DIMENSIONS
The ball must be a “Wilson,” ...";1.0
303;Reasoning & Synthesis;gpt-5-mini;3.921;0.0;0.0;1748;149;0.0;38.0;Was ist der Unterschied zwischen einem 'Live Ball' und einem 'Loose Ball'?;"Ein Live Ball ist ein Ball, der in play ist. Ein toter Ball wird live, wenn er (a) legal auf einem free kick down gekickt, (b) legal auf einem scrimmage down gesnapt oder (c) legal auf einem fair catch kick down gekickt wird; er bleibt bis zum Ende des Downs in play.

Ein Loose Ball ist ein live Ball, der nicht in Spielerbesitz ist — also jeder Ball, der gekickt, gepasst oder gefumbled wurde. Ein Loose Ball gilt als im Besitz der Mannschaft, deren Spieler ihn gekickt, gepasst oder gefumbled hat, bis ein Spieler Besitz erlangt oder der Ball dead wird.";Ein 'Live Ball' ist jeder Ball, der aktiv im Spiel ist bzw gespielt wird. Ein 'Loose Ball' ist ein Live Ball, der sich nicht im Besitz eines Spielers befindet (z. B. ein Pass in der Luft, ein Fumble am Boden oder ein Kick).;"SECTION 2 THE BALL AND POSSESSION OF THE BALL
ARTI...";1.0
1104;Regulatory Constraints;llama3.3:70b;0.426;0.065;0.248;1303;8;20043.52;32.3;Kann ein Punter auch ein Fieldgoal schießen?;Dazu habe ich keine Informationen.;Ja, solange der Ball regelkonform gekickt wird (Placekick oder Dropkick). Die Position des Spielers ist egal, die Technik zählt.;"SECTION 4 FIELD GOAL
ARTICLE 1. SUCCESSFUL FIELD G...";0.0
305;Reasoning & Synthesis;llama3.3:70b;5.206;1.391;3.746;1794;116;1289.53;30.97;Zwei gegnerische Spieler springen hoch, fangen den Ball gleichzeitig und landen beide sicher im Feld. Wessen Ball ist es?;Simultane Besitznahme: Der Ball gehört dem Team, das zuletzt in Besitz des Balls war, oder bei einem Free Kick, Scrimmage Kick oder Fair Catch Kick, dem Empfangsteam. Da die Spieler gleichzeitig den Ball gefangen haben und beide sicher im Feld landen, ohne dass ein Spieler zuerst den Ball in Besitz genommen hat, gilt dies als simultane Besitznahme. Der Ball gehört also dem Team, das zuletzt in Besitz des Balls war, oder bei einem Kick, dem Empfangsteam.;Das nennt sich 'Simultaneous Possession'. Der Ball gehört dem Team, das zuletzt im Ballbesitz war (Offense), oder bei einem Kick dem empfangenden Team (Receiving Team).;"SECTION 2 THE BALL AND POSSESSION OF THE BALL
ARTI...";1.0
806;Regulatory Constraints;gpt-5-mini;11.583;0.0;0.0;2359;16;0.0;1.38;Wenn ein nicht fangberechtigter Spieler fängt den Ball. Welche Strafe entsteht?;Dazu habe ich keine Informationen.;Illegal Touching. Die Strafe beträgt 5 Yards und beinhaltet einen 'Loss of Down'.;"SECTION 1 FORWARD PASS
ARTICLE 1. DEFINITION. It i...";0.0
1210;Out-of-Domain;gpt-5-mini;1.29;0.0;0.0;1888;16;0.0;12.41;Muss ein Spieler nach einer Disqualifikation wegen unsportlichen Verhaltens sofort ein TV-Interview geben?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 3 UNSPORTSMANLIKE CONDUCT
ARTICLE 1. PROHI...";1.0
309;Out-of-Domain;llama3.3:70b;16.179;0.743;0.257;370;8;497.72;31.17;Wie wird der 'Quarterback Rating' Wert statistisch genau berechnet?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 APPROVED RULING (A.R.)
An Approved Rulin...";1.0
803;Reasoning & Synthesis;gemini-3-flash-preview;27.037;0.0;0.0;1975;375;0.0;13.87;Wenn der Ball gefumbelt wird, wer bekommt dann den Ball und wo geht es weiter?;"Jeder Spieler beider Teams kann einen Fumble erobern oder fangen und advancen, außer bei einem Fourth Down, nach der Two-Minute Warning oder während eines Try. In diesen Spezialfällen darf nur der Spieler, der gefumbelt hat, den Ball für sein Team erholen und advancen. Erobert ein Teammate in diesen Fällen den Ball, wird er dead erklärt und der nächste Snap erfolgt am Spot of the Fumble (oder am Spot of the Recovery, falls dieser weiter hinten liegt). Gegnerische Spieler können den Ball in diesen Situationen immer erobern und advancen.

Wenn der Ball out of bounds geht, gelten folgende Regeln für den Ort der Fortsetzung:

*   **Im Field of Play:**
    *   Bei einem Fumble nach hinten: Das Team, das zuletzt in Ballbesitz war, erhält den Ball am Inbounds Spot.
    *   Bei einem Fumble nach vorne: Das Team, das zuletzt in Ballbesitz war, erhält den Ball am Spot of the Fumble.
    *   Wenn bei einem Fourth Down die Line to Gain nicht erreicht wird: Team B erhält den Ball am Spot, an dem der Ball dead erklärt wurde.
*   **In der Endzone:**
    *   Fumble vorwärts in die gegnerische Endzone und out of bounds: Touchback für das defensive Team.
    *   Fumble in der eigenen Endzone oder aus dem Field of Play in die eigene Endzone und dort out of bounds: Safety, wenn das eigene Team den Impetus gab; Touchback, wenn der Gegner den Impetus gab.
    *   Fumble aus der eigenen Endzone vorwärts in das Field of Play und dort out of bounds: Safety (bei eigenem Impetus) oder Touchback (bei gegnerischem Impetus)."; Wenn der Ball gefumbelt wird, kann jeder Spieler beider Teams den Ball aufnehmen und vorwärts bewegen, außer wenn der Fumble im vierten Down, nach der Zwei-Minuten-Warnung oder während eines Trys passiert. Wenn der Fumble ins Aus geht, wird der Ball an dem Punkt wieder ins Spiel gebracht, an dem der Fumble ins Aus ging, abhängig davon, ob der Fumble vorwärts oder rückwärts ging. Wenn der Ball rückwärts ins Aus geht, bekommt das Team, das zuletzt den Ball hatte, den Ball an dem Punkt, an dem der Ball ins Aus ging. Wenn der Fumble vorwärts ins Aus geht, bekommt das Team, das zuletzt den Ball hatte, den Ball an dem Punkt des Fumbles. Wenn der Fumble in der eigenen Endzone nach vorne in Field of Play und dann ins Aus geht, führt das zu einem Safety, wenn das Team den Impuls gegeben hat, der den Ball in die Endzone gebracht hat. Wenn der Impuls vom Gegner kam, führt das zu einem Touchback. Wenn nichts davon zutrifft und es keinen Ballbesitzwechsel gab und der Ball nicht das first down erreicht hat, wird der Ball dem verteidigenden Team an dem Punkt gegeben, an dem der Ball für tot erklärt wurde.;"SECTION 7 BACKWARD PASS AND FUMBLE
ARTICLE 1. BACK...";1.0
801;Regulatory Constraints;gemini-3-flash-preview;15.066;0.0;0.0;4158;133;0.0;8.83;Wann darf ein Football nach vorne geworfen und wann nach hinten geworfen werden?;"**Backward Pass:** Ein Runner darf einen Backward Pass zu jeder Zeit werfen.

**Forward Pass:** Das offensive Team darf einen Forward Pass pro Down von hinter der Line of Scrimmage aus werfen. Ein Forward Pass ist nicht zulässig, wenn:
* der Ball die Line of Scrimmage bereits überquert hat (unabhängig davon, ob er danach wieder hinter die Line zurückkehrt);
* der Passer sich mit dem gesamten Körper und dem Ball jenseits der Line of Scrimmage befindet;
* es sich um einen zweiten Forward Pass innerhalb desselben Downs handelt;
* bereits ein Change of Possession stattgefunden hat.";Ein Vorwärtspass darf nur einmal pro Spielzug von hinter der Line of Scrimmage geworfen werden. Ein Rückwärtspass ist jederzeit und von jeder Position aus erlaubt.;"SECTION 7 BACKWARD PASS AND FUMBLE
ARTICLE 1. BACK...";1.0
809;Reasoning & Synthesis;gemini-3-flash-preview;50.679;0.0;0.0;2419;276;0.0;5.45;Wenn der Ball hinter der Line of Scrimmage gepasst wird, folgt eine Strafe?;"Ein Forward Pass von hinter der Line of Scrimmage ist grundsätzlich legal, sofern es der einzige Forward Pass während dieses Downs ist und der Ball die Line of Scrimmage zuvor nicht überquert hat.

Eine Strafe folgt jedoch in folgenden Fällen:
*   **Zweiter Forward Pass:** Wenn ein zweiter Forward Pass von hinter der Line of Scrimmage geworfen wird. (Strafe: Loss of down und fünf Yards vom previous spot).
*   **Rückkehr hinter die Line:** Wenn der Ball die Line of Scrimmage bereits überquert hatte und dahinter zurückgekehrt ist, bevor der Pass geworfen wurde. (Strafe: Loss of down und fünf Yards vom previous spot).
*   **Illegal Touching (Ineligible Player):** Wenn ein ursprünglich ineligible offensive player den Pass absichtlich berührt oder fängt. (Strafe: Verlust von fünf Yards am previous spot).
*   **Illegal Touching (Out of Bounds):** Wenn ein eligible offensive receiver den Pass berührt oder fängt, nachdem er zuvor im Aus war. (Strafe: Loss of down am previous spot).
*   **Nach Ballbesitzwechsel:** Wenn ein Forward Pass geworfen wird, nachdem der Ballbesitz gewechselt hat (Change of possession). (Strafe: Verlust von fünf Yards vom Punkt des Releases).";Nein, solange es der erste Vorwärtspass ist. Pässe hinter der Line sind legal.;"SECTION 1 FORWARD PASS
ARTICLE 1. DEFINITION. It i...";1.0
1210;Out-of-Domain;llama3.3:70b;1.809;1.383;0.3;1914;8;1383.55;26.64;Muss ein Spieler nach einer Disqualifikation wegen unsportlichen Verhaltens sofort ein TV-Interview geben?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 3 UNSPORTSMANLIKE CONDUCT
ARTICLE 1. PROHI...";1.0
1410;Out-of-Domain;llama3.3:70b;1.346;0.949;0.276;1360;8;1433.04;29.0;Erhält der Referee einen Bonus, wenn er im Spiel weniger als 5 Strafen verhängt?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 GENERAL RULES
ARTICLE 1. REFUSAL OF PENA...";1.0
815;Out-of-Domain;gpt-5-mini;3.882;0.0;0.0;768;16;0.0;4.12;Wie viel Dezibel Lärm dürfen die Fans im Stadion verursachen, bevor der Quarterback sich beschweren darf?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 2 INTENTIONAL GROUNDING
ARTICLE 1. DEFINIT...";1.0
803;Reasoning & Synthesis;llama3.1:8b;0.848;0.153;0.576;1972;83;12879.74;144.05;Wenn der Ball gefumbelt wird, wer bekommt dann den Ball und wo geht es weiter?;Nach einem Fumble kann jeder Spieler des Teams, das zuletzt den Ball besaß, sowie auch ein Spieler des gegnerischen Teams den Ball aufnehmen und vorwärts laufen. Wenn der Ball jedoch zwischen den Goal Lines aus dem Spielfeld herausfällt, wird er anhand der Art des Fumbles (zurück oder vorwärts) neu platziert.; Wenn der Ball gefumbelt wird, kann jeder Spieler beider Teams den Ball aufnehmen und vorwärts bewegen, außer wenn der Fumble im vierten Down, nach der Zwei-Minuten-Warnung oder während eines Trys passiert. Wenn der Fumble ins Aus geht, wird der Ball an dem Punkt wieder ins Spiel gebracht, an dem der Fumble ins Aus ging, abhängig davon, ob der Fumble vorwärts oder rückwärts ging. Wenn der Ball rückwärts ins Aus geht, bekommt das Team, das zuletzt den Ball hatte, den Ball an dem Punkt, an dem der Ball ins Aus ging. Wenn der Fumble vorwärts ins Aus geht, bekommt das Team, das zuletzt den Ball hatte, den Ball an dem Punkt des Fumbles. Wenn der Fumble in der eigenen Endzone nach vorne in Field of Play und dann ins Aus geht, führt das zu einem Safety, wenn das Team den Impuls gegeben hat, der den Ball in die Endzone gebracht hat. Wenn der Impuls vom Gegner kam, führt das zu einem Touchback. Wenn nichts davon zutrifft und es keinen Ballbesitzwechsel gab und der Ball nicht das first down erreicht hat, wird der Ball dem verteidigenden Team an dem Punkt gegeben, an dem der Ball für tot erklärt wurde.;"SECTION 7 BACKWARD PASS AND FUMBLE
ARTICLE 1. BACK...";0.5
605;Regulatory Constraints;gemini-3-flash-preview;4.833;0.0;0.0;3232;7;0.0;1.45;Dürfen 2 Spieler des Receiving Teams einen gegnerischen Spieler beim Kickoff gemeinsam blocken?;Dazu habe ich keine Informationen.;Ja ein Double-Team Block ist unter bestimmten Voraussetzung erlaubt. Beide Blocker müssen sich in der Setup-Zone beim Kick aufstellen und den zu blockenden Spieler zeitgleich kontaktieren. Weiterer Spieler darf nicht am Blocken teilnehmen.;"SECTION 1 PROCEDURES FOR A FREE KICK
ARTICLE 1. FR...";0.0
601;Regulatory Constraints;gpt-5-mini;11.796;0.0;0.0;3090;237;0.0;20.09;Wann darf ein Kicking Tee verwendet werden?;"Ein Kicking Tee darf während eines free kick verwendet werden. Genauer:
- Bei einem kickoff (Abschnitt 1(a)) darf ein Drop kick oder place kick verwendet werden; ein manufactured tee, das den Ball höchstens ein Inch vom Boden hält und von der League genehmigt ist, darf während eines free kick verwendet werden (Hinweis unter Article 1).
- Bei einem safety kick (Abschnitt 1(b)) darf ein Drop kick, place kick oder Punt verwendet werden; ein Tee darf für einen safety kick verwendet werden (Abschnitt 1(b) und Hinweis unter Article 1).
- Bei einem onside kick darf ein Holder verwendet werden; nur wenn das onside kick deklariert ist, darf der Ball auf dem Boden gegen das Tee gelehnt werden. Das Tee darf den Ball höchstens ein Inch über dem Boden halten und muss genehmigt sein; nach dem Platzieren darf das Tee nicht bewegt werden. Wenn der Ball zweimal vom Tee fällt, muss bei Kickoff oder safety kick mit einem designated holder gekickt werden bzw. bei onside kick mit einem Holder (Hinweis unter Article 1).";Ein Kicking Tee darf nur bei einem Free Kick verwendet werden. Der Free Kick umfasst Kickoffs, Safety Kicks und Onside Kicks.;"SECTION 1 PROCEDURES FOR A FREE KICK
ARTICLE 1. FR...";1.0
204;Regulatory Constraints;gemini-3-flash-preview;41.372;0.0;0.0;392;27;0.0;0.65;Es regnet stark und der Ball ist nass. Darf die Offense den Ball tauschen?;Ja, im Falle von Regen oder einem nassen Spielfeld wird auf Anfrage des Centers der Offense ein spielbarer Ball verwendet.;Ja, bei nassem oder schlammigem Wetter darf auf Anfrage des Centers ein spielbarer (trockener) Ball verwendet werden. Die Uhr wird dafür aber nicht angehalten.;"SECTION 2 SUPPLY
Each team will make 12 primary, 1...";1.0
502;Reasoning & Synthesis;gemini-3-flash-preview;4.532;0.0;0.0;1203;45;0.0;9.93;Wie kann ein Spieler sich als fangberechtigt anmelden?;Ein Spieler muss die Änderung seines Status unverzüglich dem Referee melden. Der Referee informiert anschließend das defensive Team. Solange der Spieler kontinuierlich im Spiel ist, muss er seinen Status vor jedem Spielzug erneut dem Referee melden.;Ein Spieler mit einer Nummer, die normalerweise nicht berechtigt ist (50-79), muss sich sofort beim Referee melden ('report as eligible'), bevor er sich als Receiver aufstellt. Der Referee informiert dann die Defense.;"SECTION 3 CHANGES IN POSITION
ARTICLE 1. REPORTING...";1.0
1105;Reasoning & Synthesis;llama3.1:8b;0.401;0.012;0.275;491;38;41152.81;138.16;Muss der ganze Ball über der Endzonenlinie sein, damit es ein Touchdown ist?;"Nein, laut Absatz (a) muss lediglich ""der Ball"" auf, über oder hinter der Endzonenlinie sein, nicht der gesamte Ball.";Nein. Es reicht, wenn ein beliebiger Teil des Balls die vertikale Ebene der Goal Line (Plane of the Goal Line) durchbricht, während der Spieler Ballkontrolle hat.;"SECTION 2 TOUCHDOWN
ARTICLE 1. TOUCHDOWN PLAYS. A ...";1.0
101;Information Retrieval;gpt-5-mini;2.044;0.0;0.0;696;23;0.0;11.25;Wie groß ist das Spielfeld?;Das Spielfeld ist 360 Fuß lang und 160 Fuß breit.;Das gesamte Feld ist 360 Fuß lang und 160 Fuß breit.;"SECTION 1 DIMENSIONS
ARTICLE 1. PLAYING LINES. The...";1.0
104;Regulatory Constraints;llama3.3:70b;21.135;1.097;1.118;886;32;807.58;28.62;Dürfen die Mannschaftsbänke näher als 30 Fuß an der Seitenlinie stehen?;Nein, es dürfen keine Bänke oder starren Einrichtungen näher als 30 Fuß von den Seitenlinien entfernt sein.;Nein. Die Zonen für die Mannschaftsbänke müssen einen bestimmten Abstand zur Seitenlinie haben (mindestens 30 Fuß).;"SECTION 2 MARKINGS
ARTICLE 1. YARD LINE MARKINGS. ...";1.0
1110;Regulatory Constraints;gpt-5-mini;1.23;0.0;0.0;1418;16;0.0;13.01;Kann man bei einem Extrapunktversuch, wenn man den Extrapunkt blockt und den Ball in die gegnerische Endzone trägt, einen 6 Punkte Touchdown erzielen?;Dazu habe ich keine Informationen.;Nein, wenn eines der beiden Teams bei dem Extrapunktversuch ein Touchdown erzielt, werden nur 2 Punkte an das Team vergeben, keine 6 Punkte.;"SECTION 3 TRY
ARTICLE 1. GENERAL RULES. After a to...";0.0
1201;Information Retrieval;llama3.1:8b;4.57;0.513;3.931;5813;527;11320.99;134.07;Nenne mir Aktionen, für die man ein Personal Foul bekommen kann.;"Hier sind einige Aktionen, für die man ein Personal Foul bekommen kann:

1. Clipping (Blocken eines Gegners von hinten unterhalb der Hüfte)
2. Peel Back Block (Initiieren von Kontakt gegen einen Gegner von hinten oder seitlich unterhalb der Hüfte, wenn man sich selbst in Richtung eigenen Endzone bewegt)
3. Illegal Cut Block
4. Blocking Below the Waist (Blocken eines Gegners unterhalb der Hüfte in bestimmten Situationen)
5. Chop Block (Doppelblock gegen einen Verteidiger im Bereich des Oberschenkels oder tiefer)
6. Crackback Block (Blocken eines Gegners mit dem Fuß oder einem anderen Teil des Beins, wenn man sich selbst in Richtung eigenen Endzone bewegt)
7. Blindside Block (Initiieren von Kontakt gegen einen Gegner mit dem Helm, der Vorderarm oder die Schulter, wenn man sich selbst in Richtung eigenen Endzone bewegt)
8. Unnecessary Roughness (Unnötige Härte, z.B. Leg-Whip, Kontaktaufnahme mit einem ausgeschlagenen Spieler, etc.)
9. Players in a Defenseless Posture (Initiieren von Kontakt gegen einen Spieler in einer wehrlosen Position)
10. Impermissible Use of the Helmet (Unzulässige Verwendung des Helms, z.B. Kopfstoß oder -schlag)
11. Roughing the Passer (Unnötige Behandlung eines Quarterbacks)
12. Roughing/Running into the Kicker (Unnötige Behandlung eines Kickers)
13. Striking, Kicking, Tripping or Kneeing Opponents (Schlagen, Treten oder Stoßen von Gegnern)
14. Twisting, Pulling or Turning the Facemask or Helmet Opening (Drehen, Ziehen oder Drehen des Helm- oder Gesichtsmaskenausgangs)
15. Horse-Collar Tackle (Greifen der Schulter- oder Rückenpartie eines Gegners und Ziehen in Richtung Boden)
16. Use of Helmet as a Weapon (Verwendung eines Helms als Waffe)
17. Hip-Drop Tackle (Verwenden einer bestimmten Technik, um einen Gegner zu Boden zu bringen)

Bitte beachte, dass diese Liste nicht vollständig ist und es weitere Aktionen gibt, die ein Personal Foul auslösen können.";Dazu gehören Unnecessary Roughness, Facemask, Roughing the Passer/Kicker, Horse Collar Tackle, Clipping, Low Blocks, Striking/Kicking/Kneeing, Chop-,Crackback-,Blindside-,Peel-Back-,Cut-Block oder tief Blocken, Hip drop tackle, den Helm als Waffe benutzen oder gegen den Helm Tacklen, einen Spieler angreifen der sich nicht wehren kann.;"SECTION 2 PERSONAL FOULS
ARTICLE 1. CLIPPING. Clip...";1.0
302;Reasoning & Synthesis;llama3.3:70b;4.43;0.076;4.238;1798;132;23602.33;31.15;Der Ball wird bei einem Kickoff gekickt. Ein Spieler berührt den Ball in dem Versuch, ihn zu fangen. Gilt das als Fumble?;Nein, das gilt nicht als Fumble. Laut Artikel 6 ist ein Muff das Berühren eines loose ball durch einen Spieler im erfolglosen Versuch, Besitz davon zu erlangen. Ein Fumble hingegen ist definiert in Artikel 5 als eine Handlung, die zum Verlust des Ballbesitzes führt, nachdem der Ball bereits in Besitz eines Spielers war. Da der Ball hier gerade gekickt wurde und noch nicht in Besitz eines Spielers war, kann es sich nicht um einen Fumble handeln. Es handelt sich stattdessen um einen Muff.;Nein, das ist ein 'Muff'. Ein Fumble setzt voraus, dass der Spieler vorher im Ballbesitz war. Ein Muff ist das Berühren eines freien Balls, wodurch dieser weiter frei bleibt.;"SECTION 2 THE BALL AND POSSESSION OF THE BALL
ARTI...";1.0
101;Information Retrieval;llama3.1:8b;10.783;0.412;0.129;730;17;1770.99;132.19;Wie groß ist das Spielfeld?;Das Spielfeld ist 360 Fuß lang und 160 Fuß breit.;Das gesamte Feld ist 360 Fuß lang und 160 Fuß breit.;"SECTION 1 DIMENSIONS
ARTICLE 1. PLAYING LINES. The...";1.0
105;Information Retrieval;llama3.3:70b;1.017;0.191;0.715;443;20;2324.7;27.98;Wie hoch muss die Querstange des Torpfostens über dem Boden sein?;Die Oberseite der Querstange muss 10 Fuß über dem Boden liegen.;Die Oberkante der Querstange muss 10 Fuß über dem Boden sein.;"SECTION 3 GOAL
ARTICLE 1. CROSSBAR. In the plane o...";1.0
1503;Reasoning & Synthesis;gpt-5-mini;8.134;0.0;0.0;758;16;0.0;1.97;Wie viele Timeouts hat ein Team noch, wenn eine Challenge erfolgreich war?;Dazu habe ich keine Informationen.;Nur wenn eine Challenge erfolglos war, wird ein Timeout abgezogen. Wenn eine Challenge erfolgreich war, bleibt die Anzahl der Timeouts gleich.;"SECTION 1 INITIATING A REPLAY REVIEW
ARTICLE 1. CO...";0.0
103;Regulatory Constraints;gpt-5-mini;5.514;0.0;0.0;697;16;0.0;2.9;Darf das Spielfeld blau sein?;Dazu habe ich keine Informationen.;Nein. Die Oberfläche muss ein von der Liga genehmigter Grünton sein.;"SECTION 1 DIMENSIONS
ARTICLE 1. PLAYING LINES. The...";0.0
1104;Regulatory Constraints;gemini-3-flash-preview;5.702;0.0;0.0;1306;7;0.0;1.23;Kann ein Punter auch ein Fieldgoal schießen?;Dazu habe ich keine Informationen.;Ja, solange der Ball regelkonform gekickt wird (Placekick oder Dropkick). Die Position des Spielers ist egal, die Technik zählt.;"SECTION 4 FIELD GOAL
ARTICLE 1. SUCCESSFUL FIELD G...";0.0
206;Out-of-Domain;llama3.1:8b;0.364;0.02;0.23;493;32;24058.48;138.85;Von welcher Marke muss der offizielle Spielball hergestellt sein und wie teuer ist er?;"Der offizielle Spielball muss von der Marke ""Wilson"" hergestellt sein. Die Kosten des Balls werden nicht im Kontext genannt.";Dazu habe ich keine Informationen.;"SECTION 1 DIMENSIONS
The ball must be a “Wilson,” ...";1.0
804;Regulatory Constraints;llama3.1:8b;0.932;0.197;0.617;2381;95;12073.79;153.95;Darf ein Spieler den Ball zu einem Mitspieler nach vorne übergeben, wenn er nicht der Quarterback ist?;Ja, das ist möglich. Laut Artikel 5 sind alle offensiven Spieler, die hinter der Line of Scrimmage stehen, wenn der Ball geschnitten wird, sowie alle offensiven Spieler, die den Ball berührt haben, nach dem er von einem Verteidiger oder einem anderen spielberechtigten Offensivspieler berührt wurde, spielberechtigt, einen Vorwärtspass zu fangen.;Ja solange er sich hinter der Line of Scrimmage befindet und der Mitspieler ein berechtigter Empfänger ist.;"SECTION 1 FORWARD PASS
ARTICLE 1. DEFINITION. It i...";1.0
